District,Road_Slot,Latitude,Longitude
Pontianak West,I,-0.0055451931392766,109.2870373153198
Pontianak Southeast,I,-0.0521977001877976,109.3467861562218
Pontianak Southeast,I,-0.0594586089406567,109.35279107813268
Pontianak Southeast,I,-0.06202225432952,109.35508382381802
Pontianak Southeast,I,-0.0655898568483996,109.35813052799628
Pontianak Southeast,I,-0.0660056578392776,109.35850460250758
Pontianak Southeast,I,-0.0458188678741902,109.35383546424453
Pontianak Southeast,I,-0.0492490475346536,109.35677494492865
Pontianak Southeast,I,-0.0503673114147093,109.35798934931609
Pontianak Southeast,I,-0.051105221564057,109.35890892499604
Pontianak Southeast,I,-0.0536509943395982,109.36160275032822
Pontianak Southeast,I,-0.0570649672789435,109.36384285329515
Pontianak Southeast,I,-0.0595762358089057,109.36556720600524
Pontianak North,II,0.0134429825102063,109.29199201401168
Pontianak North,II,0.0108532367498936,109.29484576687102
Pontianak North,II,0.0132176410530192,109.2956036767599
Pontianak North,II,0.0138045692264948,109.2957828983955
Pontianak North,II,0.0182172074391827,109.29695715579524
Pontianak North,II,0.0220843467534679,109.29806821844562
Pontianak North,II,0.0105008250242861,109.29856224361984
Pontianak North,II,0.0079130889049168,109.2998288044362
Pontianak North,II,0.0131330345550049,109.3019773555524
Pontianak North,II,0.0196165493170538,109.30479875549732
Pontianak North,II,0.0210046559233867,109.30541724785576
Pontianak North,II,0.0244711264816837,109.30642152010076
Pontianak North,II,0.0076314959491162,109.30143350402636
Pontianak North,II,0.0055720135400124,109.30170927024962
Pontianak North,II,0.0052484864089454,109.3020183381619
Pontianak North,II,0.0074974936174433,109.30223402648096
Pontianak North,II,0.0062548615944866,109.30715856871664
Pontianak North,II,0.0124874517363937,109.30885778080906
Pontianak North,II,0.0066637420491038,109.3077405482804
Pontianak North,II,0.0123071790544904,109.30942420480406
Pontianak North,II,0.0059378035473978,109.30921585664728
Pontianak North,II,0.0117200622064527,109.31082609945
Pontianak North,II,0.0087946856898187,109.3106614827867
Pontianak North,II,0.0066129663614014,109.31138826152528
Pontianak North,II,0.010428088094367,109.31113245712147
Pontianak North,II,0.0153898306312411,109.31069846435484
Pontianak North,II,0.0169603847341442,109.31056744156994
Pontianak North,II,0.0201268457954164,109.3107695551044
Pontianak North,II,0.0206923437065268,109.31087524691402
Pontianak North,II,0.0306855367926171,109.31131284940784
Pontianak North,II,0.0055280505776395,109.31209004681376
Pontianak North,II,0.0099869303980633,109.31444494256156
Pontianak North,II,0.0072174085741944,109.3132496825624
Pontianak North,II,0.0100909287520794,109.31567197021036
Pontianak North,II,0.0058666350627415,109.31436700332002
Pontianak North,II,0.0091916502607726,109.31575135667318
Pontianak North,II,0.0056397179423027,109.3150013719747
Pontianak North,II,0.0089268774740603,109.31646663979176
Pontianak North,II,0.0056103427225597,109.31539848812857
Pontianak North,II,0.0058345259253924,109.31558828072228
Pontianak North,II,0.0100690629166818,109.31716124843852
Pontianak North,II,0.0055262721525637,109.3155892523805
Pontianak North,II,0.0040842096905388,109.31513329148645
Pontianak North,II,0.0053282428694316,109.31592220394894
Pontianak North,II,0.0086708184724738,109.31715688806088
Pontianak North,II,0.0049871181141464,109.31641023355957
Pontianak North,II,0.0034416786846128,109.31892008579916
Pontianak North,II,0.0039841824950268,109.3192074299938
Pontianak North,II,0.0093344624751685,109.32406815658317
Pontianak North,II,0.0199973846274033,109.32436347621784
Pontianak North,II,0.0223164939367668,109.32422799916176
Pontianak North,II,0.0245834969175136,109.32716473911468
Pontianak North,II,0.0249639508828554,109.33053375332004
Pontianak North,II,0.0238576374266126,109.34125057117674
Pontianak North,II,0.0208304735831781,109.35258865670149
Pontianak North,II,0.0161564128451602,109.36476416993744
Pontianak North,II,0.0033684362941247,109.32022261302632
Pontianak North,II,0.0016573737137373,109.3197177922282
Pontianak North,II,0.0046330087768158,109.3226159894889
Pontianak North,II,0.0015140618852552,109.31991421869832
Pontianak North,II,0.0015120502291378,109.32008655062752
Pontianak North,II,0.0020763912801217,109.32133048280384
Pontianak North,II,0.0043658684241541,109.32350075862142
Pontianak North,II,0.0061044799429927,109.32507758012852
Pontianak North,II,0.0090128461613561,109.32543873697074
Pontianak North,II,0.0141819028819624,109.3260950770818
Pontianak North,II,0.0034760294430221,109.32340223605456
Pontianak North,II,0.0006420061545708,109.32401725510984
Pontianak North,II,0.0039622122238262,109.3266893538758
Pontianak North,II,-0.0011651755325365,109.3232328378732
Pontianak North,II,-1.93383497339e-05,109.32555670675184
Pontianak North,II,-0.0011411677719264,109.32543419205552
Pontianak North,II,0.0015731483788538,109.32854662540348
Pontianak North,II,-0.0028853969059051,109.32853004958402
Pontianak North,II,0.00059024395435,109.3304091129723
Pontianak North,II,0.004683516630034,109.33257355596513
Pontianak North,II,0.0044962055660597,109.33255394629404
Pontianak North,II,0.0044101171437423,109.34569107431156
Pontianak North,II,0.0025159895922576,109.35395640883702
Pontianak North,II,0.0014483993722011,109.3624631315402
Pontianak North,II,-0.0003026034171223,109.33075066291882
Pontianak North,II,-0.0045962999943247,109.32971681135112
Pontianak North,II,-0.0013515439570854,109.3321293846804
Pontianak North,II,-0.00327086583827,109.33152734531372
Pontianak North,II,-0.00344537739763,109.33239339519524
Pontianak North,II,-0.0032178849374185,109.33180557957338
Pontianak North,II,-0.0063312320052132,109.3325501595122
Pontianak North,II,-0.0068219769725836,109.33248732837926
Pontianak North,II,-0.0085751848059652,109.33163478215847
Pontianak North,II,-0.0084673232056322,109.33208102682582
Pontianak North,II,-0.0072192653170578,109.3330798145952
Pontianak North,II,-0.0081005315400544,109.33321532394936
Pontianak North,II,-0.0029264422374571,109.3340746269566
Pontianak North,II,0.0224714037028679,109.33348234365393
Pontianak North,II,0.0083311821273296,109.33393164976955
Pontianak North,II,0.0134806004551819,109.33374857219408
Pontianak North,II,0.0149241795117441,109.3336829288948
Pontianak North,II,0.0168660118193339,109.33363811007848
Pontianak North,II,0.0189830259612117,109.33358561751686
Pontianak North,II,-0.002555835148319,109.3341715189744
Pontianak North,II,-0.0066937399543437,109.33661991883967
Pontianak North,II,-0.0078604969569089,109.3360207868278
Pontianak North,II,-0.0079444925625032,109.33647061106048
Pontianak North,II,-0.0097887522681654,109.3352981165728
Pontianak North,II,-0.0083907800944885,109.3389067606444
Pontianak North,II,-0.0094772342461399,109.33635571160336
Pontianak North,II,-0.0111409865379787,109.33702496426068
Pontianak North,II,-0.0116082369564598,109.33708684671493
Pontianak North,II,-0.0087439305299886,109.33901929804402
Pontianak North,II,-0.006267856838451,109.3424029659542
Pontianak North,II,-0.0034630336004519,109.3426851729265
Pontianak North,II,0.0042973543882862,109.34332601166
Pontianak North,II,0.0052984812658299,109.34308877830952
Pontianak North,II,0.0086606636049675,109.34172092991678
Pontianak North,II,0.0102109351177471,109.3411422625659
Pontianak North,II,0.0116019985838369,109.34073938275628
Pontianak North,II,0.023295703328804,109.34159468646774
Pontianak North,II,-0.0118078767750176,109.33837640488042
Pontianak North,II,-0.0116225905538295,109.33932734512376
Pontianak North,II,-0.0114659466101605,109.33966977159731
Pontianak North,II,-0.0080959671427353,109.34374949691323
Pontianak North,II,-0.012319066790372,109.33979320207077
Pontianak North,II,-0.0099965839411592,109.3427198099464
Pontianak North,II,-0.0138707708074363,109.33853540309322
Pontianak North,II,-0.0108811948899862,109.34231648942946
Pontianak North,II,-0.0149991939904981,109.33995139314496
Pontianak North,II,-0.0111349968591984,109.34296325286589
Pontianak North,II,-0.0149476817520416,109.3410722195382
Pontianak North,II,-0.0138783464210696,109.34270276983564
Pontianak North,II,-0.0133765433108516,109.3434026388906
Pontianak North,II,-0.0165639386910301,109.3421773263632
Pontianak North,II,-0.0173841191046211,109.34266871431151
Pontianak North,II,-0.0126808933108528,109.34429982985904
Pontianak North,II,-0.0068832945782317,109.34644083827666
Pontianak North,II,0.0019504481536408,109.3515399532577
Pontianak North,II,0.002764938845533,109.35204744107148
Pontianak North,II,-0.0191371494770714,109.34231600672238
Pontianak North,II,-0.0177420422118017,109.34359042050887
Pontianak North,II,-0.0140983969377735,109.34548863965227
Pontianak North,II,-0.0108560855602794,109.346990805073
Pontianak North,II,-0.0192916431635433,109.34314811773402
Pontianak North,II,-0.0143671811773483,109.34583841161351
Pontianak North,II,-0.020250339050737,109.34519785280648
Pontianak North,II,-0.0166375850025483,109.3462676193446
Pontianak North,II,-0.0204482532067333,109.34588301447693
Pontianak North,II,-0.0168591687183205,109.34672195730488
Pontianak North,II,-0.0172310981417945,109.34699565875808
Pontianak North,II,-0.0172191046171274,109.34788938591436
Pontianak North,II,-0.0169729810849248,109.3480109168623
Pontianak North,II,-0.0156782070368793,109.34862961144192
Pontianak North,II,-0.0107501576801336,109.35136423894468
Pontianak North,II,-0.0131641167860915,109.34965889426712
Pontianak North,II,-0.0206562384433701,109.34941747387435
Pontianak North,II,-0.0180333649070305,109.34987648855405
Pontianak North,II,-0.0205617571645682,109.3503311239608
Pontianak North,II,-0.016622778814283,109.35113606864104
Pontianak North,II,-0.0204699690803645,109.35104471876116
Pontianak North,II,-0.016066716306819,109.35164192564076
Pontianak North,II,-0.0174350072189267,109.35232685175224
Pontianak North,II,-0.0193956337881501,109.3520898497574
Pontianak North,II,-0.0188378435407515,109.35241152361424
Pontianak North,II,-0.0199622015437108,109.35254820151276
Pontianak North,II,-0.0210128409111068,109.34796867493104
Pontianak North,II,-0.0202916857999067,109.34489214548348
Pontianak North,II,-0.0193273274186615,109.34301635412788
Pontianak North,II,-0.0142010515049305,109.3534711575676
Pontianak North,II,-0.0155171913010082,109.35321003913948
Pontianak North,II,-0.0164214059621264,109.35353062558175
Pontianak North,II,-0.0159562010029524,109.35398742726122
Pontianak North,II,-0.0191624932898897,109.3537303319876
Pontianak North,II,-0.0186475737336357,109.3540473134996
Pontianak North,II,-0.0159926392047538,109.35439601367568
Pontianak North,II,-0.0167109278336557,109.35485466704772
Pontianak North,II,-0.0091924732377313,109.35545804512546
Pontianak North,II,-0.0029234617095007,109.3562864942874
Pontianak North,II,-0.0030436422997963,109.35626852250884
Pontianak North,II,0.0047097073148095,109.35723451305196
Pontianak North,II,0.0141935923498003,109.35844309865482
Pontianak North,II,0.0182918933474275,109.3592518636904
Pontianak North,II,-0.0157482860874891,109.35517243638851
Pontianak North,II,-0.0157138286022469,109.35541147964956
Pontianak North,II,-0.0156853772620128,109.35583653345115
Pontianak North,II,-0.0170320492826879,109.3562172859733
Pontianak North,II,-0.0147022898385196,109.35648752484023
Pontianak North,II,-0.0192020817296817,109.35691084507567
Pontianak North,II,-0.0163580399698651,109.3574028775128
Pontianak North,II,-0.0145631621739783,109.35777705839315
Pontianak North,II,-0.0177361742261579,109.35783923773164
Pontianak North,II,-0.0144153274701022,109.35823032612156
Pontianak North,II,-0.0188693119031353,109.35842172000088
Pontianak North,II,-0.0146458929631509,109.3588895030758
Pontianak North,II,-0.012698898477646,109.36005547731902
Pontianak North,II,-0.009980807809348,109.36038341463971
Pontianak North,II,-0.0082914092797278,109.36063038964464
Pontianak North,II,-0.0069923026209242,109.3608266288242
Pontianak North,II,-0.0037619149791833,109.3612396279866
Pontianak North,II,-0.0130591560609212,109.35942274207068
Pontianak North,II,-0.017948332309024,109.36005935627318
Pontianak North,II,-0.0131082474358047,109.36004653499477
Pontianak North,II,-0.014080335883622,109.3609561708754
Pontianak North,II,-0.0167461374067504,109.36226156727668
Pontianak North,II,-0.012974179077127,109.36200767361146
Pontianak North,II,-0.0145169149242946,109.3621482270483
Pontianak North,II,-0.0137785607785207,109.36214866258986
Pontianak North,II,-0.0128711186620582,109.36031030683212
Pontianak North,II,-0.0123860932907768,109.36099247086152
Pontianak North,II,-0.0148199139558306,109.36465158978064
Pontianak North,II,-0.0122760471772734,109.36268739089664
Pontianak North,II,-0.0116121793030316,109.36043335238188
Pontianak North,II,-0.0110193953580055,109.36417976349824
Pontianak North,II,-0.0101557984035749,109.360653346021
Pontianak North,II,-0.0094097134019807,109.36429942395291
Pontianak North,II,-0.0092887246192804,109.36107609996928
Pontianak North,II,-0.0092233546724749,109.36418308433277
Pontianak North,II,-0.0086193584898183,109.3608351019458
Pontianak North,II,-0.0084164542536215,109.36240255894832
Pontianak North,II,-0.0081140157876219,109.36434832792978
Pontianak North,II,-0.0080067549116664,109.36087450974884
Pontianak North,II,-0.0075849657942206,109.3614271838377
Pontianak North,II,-0.0065586098659938,109.36102194102088
Pontianak North,II,-0.0060071257971835,109.36418763916733
Pontianak North,II,-0.0046643978143212,109.36397740627493
Pontianak North,II,-0.0047275376632543,109.36810787674364
Pontianak North,II,-0.0040363799926532,109.36128753841297
Pontianak North,II,-0.0036807776049813,109.36152131662328
Pontianak North,II,-0.0028779060961518,109.36146088792772
Pontianak North,II,-0.0025360912160713,109.36155221356996
Pontianak North,II,-0.0021317895580857,109.36210201156976
Pontianak North,II,0.0003991445135909,109.36197026993352
Pontianak North,II,0.0043210240109225,109.36260487373016
Pontianak North,II,0.0009979108307853,109.36446697509716
Pontianak North,II,0.0005950048503321,109.37044060417084
Pontianak North,II,0.0072088795151629,109.36011240758144
Pontianak North,II,0.019460476709437,109.36814756904936
Pontianak North,II,-0.0177514193915906,109.36418155390146
Pontianak North,II,-0.0131711961974324,109.36502726808932
Pontianak North,II,-0.0131313858381524,109.36558876232225
Pontianak North,II,-0.0180330194975325,109.36485788712363
Pontianak North,II,-0.0135081205130898,109.3658242906448
Pontianak North,II,-0.0134521375224494,109.36617209690662
Pontianak North,II,-0.0142440162037424,109.36651617258882
Pontianak North,II,-0.0125981045280949,109.36746533859376
Pontianak North,II,-0.0123054286995399,109.3683538858437
Pontianak North,II,-0.0184912550609048,109.3670280325522
Pontianak North,II,-0.0119483177536765,109.3685635646572
Pontianak North,II,-0.0149823670788883,109.36820620757057
Pontianak North,II,-0.0123342072406473,109.36957845546164
Pontianak North,II,-0.013147714964355,109.37000643950324
Pontianak North,II,-0.013409006852498,109.37008978329428
Pontianak North,II,-0.0123220525648951,109.37081188551176
Pontianak North,II,-0.0152965055034419,109.3712080606946
Pontianak North,II,-0.0101020338274846,109.37205953614476
Pontianak North,II,-0.0176782655899571,109.37050602692766
Pontianak North,II,-0.013987124196743,109.37203837007576
Pontianak North,II,-0.0181731965657101,109.3718708277651
Pontianak North,II,-0.0136080905200276,109.37394641902227
Pontianak North,II,-0.0152993656964859,109.37353312091048
Pontianak North,II,-0.0124120720234646,109.3759855729556
Pontianak North,II,-0.0194731356496535,109.3721780002612
Pontianak North,II,-0.0142840023453715,109.37653889819208
Pontianak North,II,-0.0080397023757382,109.37529601525831
Pontianak North,II,-0.0061621957018719,109.37494699002931
Pontianak North,II,-0.0053354534185788,109.37478886908484
Pontianak North,II,0.000346923997158,109.37254421358188
Pontianak North,II,-0.001439016384694,109.37148550138848
Pontianak East,II,-0.0256178924139587,109.36188739086056
Pontianak East,II,-0.0257464077778309,109.35827656021124
Pontianak East,II,-0.0253167695018359,109.35333571945075
Pontianak East,II,-0.0250303439837214,109.35264829812756
Pontianak East,II,-0.0262992420011616,109.35021532738598
Pontianak East,II,-0.0255656279867879,109.36343468635155
Pontianak East,II,-0.0255097265051128,109.36735507556342
Pontianak East,II,-0.0256119122840178,109.37334997530613
Pontianak East,II,-0.026070244268526,109.37768360392673
Pontianak East,II,-0.0295908608547877,109.38243985964873
Pontianak East,II,-0.0344168057796654,109.35577332386784
Pontianak East,II,-0.0319557565231292,109.35403109613242
Pontianak East,II,-0.030427783718985,109.35270244734735
Pontianak East,II,-0.029213557367899,109.35175228946558
Pontianak East,II,-0.02644773042383,109.35011358869536
Pontianak East,II,-0.0348590697740163,109.35620562319902
Pontianak East,II,-0.0371844193415627,109.358407225672
Pontianak East,II,-0.038631390226151,109.35964129889264
Pontianak East,II,-0.0424159859656203,109.36349111950042
Pontianak East,II,-0.0451306932192482,109.36607890014658
Pontianak East,II,-0.0494134634699869,109.36963691363331
Pontianak East,II,-0.0586261239404486,109.37657837514044
Pontianak South,II,-0.0377271058471469,109.34987383930212
Pontianak South,II,-0.0383978879413732,109.35073103789784
Pontianak South,II,-0.0416285286023839,109.34757062452375
Pontianak South,II,-0.0417674903574631,109.34788027497989
Pontianak South,II,-0.0395833911328619,109.3506698231946
Pontianak South,II,-0.0394447869864889,109.35134830089828
Pontianak South,II,-0.0420604167624183,109.34817022074525
Pontianak South,II,-0.0402955433749117,109.35074539335665
Pontianak South,II,-0.0398364738556113,109.35219897953256
Pontianak South,II,-0.0408226512358131,109.35198501903652
Pontianak South,II,-0.040402916002582,109.35270226620052
Pontianak South,II,-0.0410429396063423,109.35323034749106
Pontianak South,II,-0.0438189570257793,109.35092412881497
Pontianak South,II,-0.0442889632089185,109.35144976215112
Pontianak South,II,-0.0421756061914556,109.3541954658663
Pontianak South,II,-0.0374276565431901,109.35016144960568
Pontianak South,II,-0.0374222977500637,109.34935886241256
Pontianak South,II,-0.0377836120509405,109.34774000090177
Pontianak South,II,-0.0387985608770046,109.34533507115052
Pontianak South,II,-0.036643032652738,109.34942999819503
Pontianak South,II,-0.037868603330819,109.34520143798284
Pontianak South,II,-0.0366680882710439,109.34619045477233
Pontianak South,II,-0.0360695894736496,109.34737666793562
Pontianak South,II,-0.0359720033726719,109.34702809562586
Pontianak South,II,-0.0356817693515279,109.34727595305984
Pontianak South,II,-0.0372295089097863,109.34322298188302
Pontianak South,II,-0.0344580976109353,109.34865697762184
Pontianak South,II,-0.0348776074717792,109.3456814232996
Pontianak South,II,-0.0340801015856684,109.3484202321487
Pontianak South,II,-0.0351490548369373,109.34585605655622
Pontianak South,II,-0.0363897703353248,109.34286422491802
Pontianak South,II,-0.0337901869739292,109.3483890906656
Pontianak South,II,-0.0337261027979683,109.34718961397
Pontianak South,II,-0.0346874123940475,109.344567927237
Pontianak South,II,-0.034357116648662,109.34444480066128
Pontianak South,II,-0.0334432191979245,109.34670785641649
Pontianak South,II,-0.033066628291285,109.34695820481812
Pontianak South,II,-0.0340203457141346,109.3443485192263
Pontianak South,II,-0.0329200424782081,109.34633406841432
Pontianak South,II,-0.0318880627282942,109.3471803053586
Pontianak South,II,-0.0326576789774044,109.34553158380322
Pontianak South,II,-0.034760479076586,109.34197037304084
Pontianak South,II,-0.0313971292387356,109.3448767832776
Pontianak South,II,-0.0313605954492944,109.34676972378573
Pontianak South,II,-0.0309189044486881,109.34665489826372
Pontianak South,II,-0.0305628378063523,109.3463759142189
Pontianak South,II,-0.0310421171542775,109.34496355303855
Pontianak South,II,-0.0332649154196187,109.34094238011716
Pontianak South,II,-0.0314613374647258,109.34283854631846
Pontianak South,II,-0.0296336934579757,109.3459398590997
Pontianak South,II,-0.0296822575141189,109.3451573885425
Pontianak South,II,-0.0301337129635465,109.34314331299704
Pontianak South,II,-0.0293212536638768,109.34502100244886
Pontianak South,II,-0.0289832953744209,109.34451205328833
Pontianak South,II,-0.0302439408500247,109.34119555385192
Pontianak South,II,-0.0308662495489792,109.3400821943084
Pontianak South,II,-0.0278356042085477,109.34499514902444
Pontianak South,II,-0.0290590236543626,109.34202489644844
Pontianak South,II,-0.0272203120161144,109.34476579988907
Pontianak South,II,-0.0284193334897393,109.3422223134005
Pontianak South,II,-0.0273469337068503,109.34275171147596
Pontianak South,II,-0.0302931852764564,109.33829886164207
Pontianak South,II,-0.0312489704893892,109.3370966609069
Pontianak South,II,-0.0338976768534603,109.33433411497064
Pontianak South,II,-0.0263832831910891,109.34434461852165
Pontianak South,II,-0.0409662682913014,109.34767125743578
Pontianak South,II,-0.0400693177602267,109.34667710942216
Pontianak South,II,-0.0398911968354446,109.34572934871352
Pontianak South,II,-0.0412404838508779,109.34776675240116
Pontianak South,II,-0.0414660586696366,109.34580500857638
Pontianak South,II,-0.0425535898209941,109.34551882210069
Pontianak South,II,-0.0444564097472427,109.346051016381
Pontianak South,II,-0.0461454825160812,109.34820732468988
Pontianak South,II,-0.0430418988310241,109.3507366247374
Pontianak South,II,-0.0410593904711251,109.34516047062696
Pontianak South,II,-0.036443246318939,109.34228222202518
Pontianak South,II,-0.0353076458267578,109.3418334664952
Pontianak South,II,-0.033149017579098,109.34064908024108
Pontianak South,II,-0.0298279048207484,109.33921101393469
Pontianak South,II,-0.0405760188306498,109.34390958762484
Pontianak South,II,-0.0408952953428468,109.34367412649424
Pontianak South,II,-0.0421775429366556,109.344933628678
Pontianak South,II,-0.0411003133640186,109.34351244869735
Pontianak South,II,-0.0416583856913005,109.34330288089816
Pontianak South,II,-0.0420186931713339,109.34305989994486
Pontianak South,II,-0.0434785030180398,109.34415896928284
Pontianak South,II,-0.0465038718025938,109.34794881904229
Pontianak South,II,-0.0439721601262249,109.34398351472572
Pontianak South,II,-0.0469630712661909,109.3477292166307
Pontianak South,II,-0.0430066759456032,109.34262982874668
Pontianak South,II,-0.0456833121961873,109.34532813723176
Pontianak South,II,-0.0427683329544468,109.3422979044085
Pontianak South,II,-0.04913611195194,109.34746375969743
Pontianak South,II,-0.0499077050887815,109.3455096481766
Pontianak South,II,-0.0463764637028559,109.34822839072724
Pontianak South,II,-0.0494798039310699,109.34282249209892
Pontianak South,II,-0.0480264814612007,109.34121577876384
Pontianak South,II,-0.0498398585726544,109.33643763486288
Pontianak South,II,-0.0487476557532319,109.33488960026853
Pontianak South,II,-0.0464905870968312,109.33290920358684
Pontianak South,II,-0.0436482370859322,109.33134078673446
Pontianak South,II,-0.0410042930972464,109.32971931195118
Pontianak South,II,-0.0401401692396976,109.32931075702736
Pontianak South,II,-0.042464313284542,109.34256766539492
Pontianak South,II,-0.0453595171250925,109.33570515561736
Pontianak South,II,-0.0466494173471473,109.33406750225711
Pontianak South,II,-0.0397413805090855,109.33760478170508
Pontianak South,II,-0.0420372811590732,109.3346085099572
Pontianak South,II,-0.0389361096110249,109.33720584383342
Pontianak South,II,-0.0401358626395793,109.33905055140544
Pontianak South,II,-0.0377294141647314,109.33924125522996
Pontianak South,II,-0.0404315104613521,109.3338628073299
Pontianak South,II,-0.0375393115203943,109.33596311569669
Pontianak South,II,-0.0381343530056148,109.33378772128924
Pontianak South,II,-0.0346608434894392,109.33598289250033
Pontianak South,II,-0.0369354726767118,109.33194156624918
Pontianak South,II,-0.0380766622764161,109.33186773456822
Pontianak South,II,-0.0425945392084934,109.33446427403794
Pontianak South,II,-0.0422817452707627,109.32727791281071
Pontianak South,II,-0.0444641382118458,109.32873861156668
Pontianak South,II,-0.0431923922395125,109.32469329962623
Pontianak South,II,-0.0449948534678666,109.3247045738791
